"Id","Pred"
"2012_1104_1124",0.278978976473211
"2012_1104_1125",0.316442066053518
"2012_1104_1140",0.412706876293653
"2012_1104_1143",0.439834343350342
"2012_1104_1153",0.334531544295409
"2012_1104_1160",0.457454308866237
"2012_1104_1161",0.476002362261486
"2012_1104_1163",0.560327983887531
"2012_1104_1166",0.233360393213946
"2012_1104_1172",0.386470067092753
"2012_1104_1178",0.500318072944576
"2012_1104_1181",0.262965664485138
"2012_1104_1196",0.414407465276714
"2012_1104_1199",0.272990229558756
"2012_1104_1207",0.393882859034904
"2012_1104_1211",0.308361758849018
"2012_1104_1217",0.310675129649677
"2012_1104_1231",0.331163813686564
"2012_1104_1233",0.371605713881471
"2012_1104_1235",0.426964837339603
"2012_1104_1242",0.209499115109134
"2012_1104_1243",0.460842233520238
"2012_1104_1246",0.118705017502664
"2012_1104_1249",0.528814710336574
"2012_1104_1250",0.34627139368996
"2012_1104_1253",0.381681139364386
"2012_1104_1254",0.349943517869807
"2012_1104_1257",0.294179389934783
"2012_1104_1259",0.427810487674002
"2012_1104_1266",0.300436626767508
"2012_1104_1272",0.256372070530106
"2012_1104_1276",0.343964062563979
"2012_1104_1277",0.20570667863371
"2012_1104_1281",0.168026455398744
"2012_1104_1285",0.32471412907201
"2012_1104_1290",0.549052893544204
"2012_1104_1293",0.19082032636814
"2012_1104_1301",0.490583352773023
"2012_1104_1307",0.235787215335252
"2012_1104_1308",0.407859811187862
"2012_1104_1313",0.47583389223114
"2012_1104_1314",0.186099768167636
"2012_1104_1323",0.404262382160428
"2012_1104_1325",0.332711498833671
"2012_1104_1326",0.241299719513012
"2012_1104_1345",0.491324690710761
"2012_1104_1355",0.307591957966216
"2012_1104_1361",0.319539041645656
"2012_1104_1378",0.500757354526687
"2012_1104_1379",0.443906866880231
"2012_1104_1382",0.451201591018001
"2012_1104_1387",0.34983019812152
"2012_1104_1388",0.286359874694002
"2012_1104_1393",0.12507514405154
"2012_1104_1396",0.311385363580379
"2012_1104_1400",0.530253798213518
"2012_1104_1421",0.476980657176118
"2012_1104_1424",0.368227374650719
"2012_1104_1433",0.233218661099361
"2012_1104_1435",0.310643404282978
"2012_1104_1436",0.494551635085684
"2012_1104_1438",0.486175072714076
"2012_1104_1443",0.716444420627759
"2012_1104_1452",0.576178220408613
"2012_1104_1455",0.243152399453951
"2012_1104_1458",0.327010372852067
"2012_1104_1462",0.509097347726428
"2012_1124_1125",0.54472033452384
"2012_1124_1140",0.644911355767566
"2012_1124_1143",0.66989218715987
"2012_1124_1153",0.565071792078657
"2012_1124_1160",0.685450875852028
"2012_1124_1161",0.701294025711101
"2012_1124_1163",0.7671030626347
"2012_1124_1166",0.440310763470949
"2012_1124_1172",0.61948366724328
"2012_1124_1178",0.721276872699802
"2012_1124_1181",0.479741312104214
"2012_1124_1196",0.646515459957575
"2012_1124_1199",0.492507550480268
"2012_1124_1207",0.626799792287335
"2012_1124_1211",0.535376405922416
"2012_1124_1217",0.538067929142472
"2012_1124_1231",0.561340912201594
"2012_1124_1233",0.604487222711837
"2012_1124_1235",0.6582007615307
"2012_1124_1242",0.406509142350457
"2012_1124_1243",0.688384908707662
"2012_1124_1246",0.25822417808862
"2012_1124_1249",0.743629366602248
"2012_1124_1250",0.577876541284841
"2012_1124_1253",0.614700247217109
"2012_1124_1254",0.581818836855737
"2012_1124_1257",0.518581565870392
"2012_1124_1259",0.658977723838314
"2012_1124_1266",0.526054459539755
"2012_1124_1272",0.471187167970119
"2012_1124_1276",0.575384261288918
"2012_1124_1277",0.400959284367714
"2012_1124_1281",0.342956336831708
"2012_1124_1285",0.554122356139943
"2012_1124_1290",0.758848465945918
"2012_1124_1293",0.378679504851238
"2012_1124_1301",0.713380794465949
"2012_1124_1307",0.443644323833731
"2012_1124_1308",0.640310480941291
"2012_1124_1313",0.701152513356676
"2012_1124_1314",0.371444935560696
"2012_1124_1323",0.636867920902668
"2012_1124_1325",0.563058725125982
"2012_1124_1326",0.451147565896855
"2012_1124_1345",0.713986930430003
"2012_1124_1355",0.534477828742909
"2012_1124_1361",0.548259517028953
"2012_1124_1378",0.721629982354252
"2012_1124_1379",0.673533603453768
"2012_1124_1382",0.679987622031516
"2012_1124_1387",0.581697621130046
"2012_1124_1388",0.509099591103626
"2012_1124_1393",0.269789381531484
"2012_1124_1396",0.538891609692294
"2012_1124_1400",0.744729077149394
"2012_1124_1421",0.70211492865923
"2012_1124_1424",0.601016643394117
"2012_1124_1433",0.440115497155018
"2012_1124_1435",0.538031107253247
"2012_1124_1436",0.716616057602676
"2012_1124_1438",0.709759864859824
"2012_1124_1443",0.867199884686946
"2012_1124_1452",0.778446445796286
"2012_1124_1455",0.453648062391538
"2012_1124_1458",0.556703477547512
"2012_1124_1462",0.728282337407592
"2012_1125_1140",0.602857281230919
"2012_1125_1143",0.629095123375417
"2012_1125_1153",0.520591141098386
"2012_1125_1160",0.645559281380778
"2012_1125_1161",0.662422146362193
"2012_1125_1163",0.733541272484678
"2012_1125_1166",0.396693462854779
"2012_1125_1172",0.576396178673061
"2012_1125_1178",0.683833074652641
"2012_1125_1181",0.4352556048715
"2012_1125_1196",0.604534867388763
"2012_1125_1199",0.447857100966777
"2012_1125_1207",0.583984401749381
"2012_1125_1211",0.490596564778896
"2012_1125_1217",0.493301983523624
"2012_1125_1231",0.51680497436705
"2012_1125_1233",0.560905257031745
"2012_1125_1235",0.616785354907718
"2012_1125_1242",0.364062200284759
"2012_1125_1243",0.648674695016798
"2012_1125_1246",0.225380895351415
"2012_1125_1249",0.70797263488234
"2012_1125_1250",0.533624619905551
"2012_1125_1253",0.571445818981252
"2012_1125_1254",0.537649535780275
"2012_1125_1257",0.473774059062982
"2012_1125_1259",0.617601765729535
"2012_1125_1266",0.4812467224293
"2012_1125_1272",0.426843885761425
"2012_1125_1276",0.531083077008491
"2012_1125_1277",0.358741560043686
"2012_1125_1281",0.303749117542146
"2012_1125_1285",0.509493936972152
"2012_1125_1290",0.724524316774895
"2012_1125_1293",0.337486043738768
"2012_1125_1301",0.67535368229612
"2012_1125_1307",0.39993276498088
"2012_1125_1308",0.59805112438955
"2012_1125_1313",0.662271086983009
"2012_1125_1314",0.330619687960143
"2012_1125_1323",0.594460268160311
"2012_1125_1325",0.518547608162491
"2012_1125_1326",0.407237860120351
"2012_1125_1345",0.676003713291784
"2012_1125_1355",0.489693932162602
"2012_1125_1361",0.503570001352111
"2012_1125_1378",0.684212852545374
"2012_1125_1379",0.632939981628564
"2012_1125_1382",0.639767294971019
"2012_1125_1387",0.537525693842653
"2012_1125_1388",0.464321180487193
"2012_1125_1393",0.235943014912891
"2012_1125_1396",0.494130440743418
"2012_1125_1400",0.7091654769273
"2012_1125_1421",0.663298587429843
"2012_1125_1424",0.557332303149028
"2012_1125_1433",0.396503836305835
"2012_1125_1435",0.493264953837547
"2012_1125_1436",0.678824933577682
"2012_1125_1438",0.671473583627316
"2012_1125_1443",0.845150855453596
"2012_1125_1452",0.745977998094048
"2012_1125_1455",0.409676643671647
"2012_1125_1458",0.512105935879099
"2012_1125_1462",0.691376967465837
"2012_1140_1143",0.527709595572783
"2012_1140_1153",0.417030963182656
"2012_1140_1160",0.545422215241765
"2012_1140_1161",0.563830340499933
"2012_1140_1163",0.644575640147074
"2012_1140_1166",0.302241571051552
"2012_1140_1172",0.472680191805403
"2012_1140_1178",0.5876014674284
"2012_1140_1181",0.336747012612776
"2012_1140_1196",0.501752979508367
"2012_1140_1199",0.348255216853973
"2012_1140_1207",0.480451654232844
"2012_1140_1211",0.388171929257883
"2012_1140_1217",0.390745780597405
"2012_1140_1231",0.413348580377201
"2012_1140_1233",0.456969714445483
"2012_1140_1235",0.514631080970169
"2012_1140_1242",0.273853040342408
"2012_1140_1243",0.548802626511045
"2012_1140_1246",0.160843636092053
"2012_1140_1249",0.614951274293058
"2012_1140_1250",0.42979612792209
"2012_1140_1253",0.467637237892758
"2012_1140_1254",0.433766286676009
"2012_1140_1257",0.372294732473547
"2012_1140_1259",0.515494166515942
"2012_1140_1266",0.379320560858951
"2012_1140_1272",0.329129558105545
"2012_1140_1276",0.42729602218058
"2012_1140_1277",0.269292499565284
"2012_1140_1281",0.223238482525575
"2012_1140_1285",0.406270540770746
"2012_1140_1290",0.634050019084503
"2012_1140_1293",0.251260242639123
"2012_1140_1301",0.578133381710999
"2012_1140_1307",0.305099643483268
"2012_1140_1308",0.494991807211083
"2012_1140_1313",0.563664223577933
"2012_1140_1314",0.245498131315584
"2012_1140_1323",0.491263452313278
"2012_1140_1325",0.415042010286533
"2012_1140_1326",0.311571944309473
"2012_1140_1345",0.578856685463312
"2012_1140_1355",0.387314462006013
"2012_1140_1361",0.400566672197523
"2012_1140_1378",0.588027199671632
"2012_1140_1379",0.531823287193363
"2012_1140_1382",0.539161998452154
"2012_1140_1387",0.433643930412123
"2012_1140_1388",0.363468092830806
"2012_1140_1393",0.169041326946866
"2012_1140_1396",0.391535092245673
"2012_1140_1400",0.616318160807355
"2012_1140_1421",0.564794581675811
"2012_1140_1424",0.453375228446202
"2012_1140_1433",0.302074487824054
"2012_1140_1435",0.390710513135271
"2012_1140_1436",0.582000758607147
"2012_1140_1438",0.573824568605186
"2012_1140_1443",0.782395126470436
"2012_1140_1452",0.659235777641327
"2012_1140_1455",0.313741053963655
"2012_1140_1458",0.408794383678788
"2012_1140_1462",0.5960852524389
"2012_1143_1153",0.390329910621371
"2012_1143_1160",0.517802245516554
"2012_1143_1161",0.536378114693079
"2012_1143_1163",0.618769266253065
"2012_1143_1166",0.279368056545913
"2012_1143_1172",0.445136726796449
"2012_1143_1178",0.560479100023738
"2012_1143_1181",0.312431413779288
"2012_1143_1196",0.474038339652144
"2012_1143_1199",0.323513965709192
"2012_1143_1207",0.452844231394993
"2012_1143_1211",0.362170706069166
"2012_1143_1217",0.364674912418998
"2012_1143_1231",0.386726894055395
"2012_1143_1233",0.429595904674697
"2012_1143_1235",0.486900241711334
"2012_1143_1242",0.252350957029627
"2012_1143_1243",0.521207747977142
"2012_1143_1246",0.146425453199768
"2012_1143_1249",0.588367571117846
"2012_1143_1250",0.40284254208434
"2012_1143_1253",0.44014235386342
"2012_1143_1254",0.406741325196758
"2012_1143_1257",0.34675427576533
"2012_1143_1259",0.487763556707441
"2012_1143_1266",0.35356960562058
"2012_1143_1272",0.305110966591499
"2012_1143_1276",0.40038912997496
"2012_1143_1277",0.248026188348705
"2012_1143_1281",0.20459080015378
"2012_1143_1285",0.37980958201255
"2012_1143_1290",0.607944246963624
"2012_1143_1293",0.230967840124656
"2012_1143_1301",0.550864279836714
"2012_1143_1307",0.282097278427954
"2012_1143_1308",0.467300363206257
"2012_1143_1313",0.53621014268817
"2012_1143_1314",0.225530917554077
"2012_1143_1323",0.463589115032069
"2012_1143_1325",0.388383463675315
"2012_1143_1326",0.288284049255354
"2012_1143_1345",0.551598074993704
"2012_1143_1355",0.361336754114529
"2012_1143_1361",0.37424304766842
"2012_1143_1378",0.560911908949721
"2012_1143_1379",0.504128252966474
"2012_1143_1382",0.511502330499651
"2012_1143_1387",0.40662111778699
"2012_1143_1388",0.338206908188357
"2012_1143_1393",0.154023172999259
"2012_1143_1396",0.365443149212821
"2012_1143_1400",0.589765873261415
"2012_1143_1421",0.537353246910491
"2012_1143_1424",0.42604780408556
"2012_1143_1433",0.279208558285094
"2012_1143_1435",0.364640589708193
"2012_1143_1436",0.554789132221357
"2012_1143_1438",0.546495426310476
"2012_1143_1443",0.76291482241357
"2012_1143_1452",0.633889251849703
"2012_1143_1455",0.290359412896755
"2012_1143_1458",0.382274881100485
"2012_1143_1462",0.569111691818631
"2012_1153_1160",0.626484554346333
"2012_1153_1161",0.643754123392464
"2012_1153_1163",0.717126677049075
"2012_1153_1166",0.377147647598323
"2012_1153_1172",0.556158405240741
"2012_1153_1178",0.665751633926368
"2012_1153_1181",0.415117113977618
"2012_1153_1196",0.584672756079824
"2012_1153_1199",0.427576996907151
"2012_1153_1207",0.563834827773385
"2012_1153_1211",0.470028636796402
"2012_1153_1217",0.472725888985239
"2012_1153_1231",0.496208585441373
"2012_1153_1233",0.540517368678274
"2012_1153_1235",0.597128490318275
"2012_1153_1242",0.345204223543134
"2012_1153_1243",0.62967144908334
"2012_1153_1246",0.211319387236854
"2012_1153_1249",0.690647199375296
"2012_1153_1250",0.513069674973642
"2012_1153_1253",0.551155708960062
"2012_1153_1254",0.517111457098411
"2012_1153_1257",0.453283829014341
"2012_1153_1259",0.59795948154476
"2012_1153_1266",0.460716259214487
"2012_1153_1272",0.406814232845554
"2012_1153_1276",0.510518865722099
"2012_1153_1277",0.340011831667346
"2012_1153_1281",0.286607281619074
"2012_1153_1285",0.488894111468934
"2012_1153_1290",0.707775537006347
"2012_1153_1293",0.319313462630417
"2012_1153_1301",0.657030521980722
"2012_1153_1307",0.380327960143575
"2012_1153_1308",0.578090638457333
"2012_1153_1313",0.643599204887271
"2012_1153_1314",0.312642361217946
"2012_1153_1323",0.574448348527778
"2012_1153_1325",0.497953340452582
"2012_1153_1326",0.387506206839648
"2012_1153_1345",0.657698645750767
"2012_1153_1355",0.469128996063718
"2012_1153_1361",0.482973853858365
"2012_1153_1378",0.666142527445555
"2012_1153_1379",0.613592627971574
"2012_1153_1382",0.620564072082462
"2012_1153_1387",0.516987056123754
"2012_1153_1388",0.443894913746598
"2012_1153_1393",0.2214108912225
"2012_1153_1396",0.473552085722338
"2012_1153_1400",0.691880010767111
"2012_1153_1421",0.644653032074821
"2012_1153_1424",0.536915482502786
"2012_1153_1433",0.37696152639449
"2012_1153_1435",0.472688962967338
"2012_1153_1436",0.660599232518938
"2012_1153_1438",0.653043935134208
"2012_1153_1443",0.834056334599535
"2012_1153_1452",0.730047591444762
"2012_1153_1455",0.389904551485966
"2012_1153_1458",0.491506325736956
"2012_1153_1462",0.673520982180061
"2012_1160_1161",0.518624113984973
"2012_1160_1163",0.601828226706602
"2012_1160_1166",0.265253901375509
"2012_1160_1172",0.427617263104571
"2012_1160_1178",0.542861443965531
"2012_1160_1181",0.297336062937972
"2012_1160_1196",0.456316851321342
"2012_1160_1199",0.308123112038871
"2012_1160_1207",0.435259379333131
"2012_1160_1211",0.345881088920089
"2012_1160_1217",0.348334173667768
"2012_1160_1231",0.369973450820259
"2012_1160_1233",0.412233667238488
"2012_1160_1235",0.469126795351527
"2012_1160_1242",0.239148780064746
"2012_1160_1243",0.503410653168106
"2012_1160_1246",0.137743975243033
"2012_1160_1249",0.571012174308793
"2012_1160_1250",0.385830178613604
"2012_1160_1253",0.422669721086255
"2012_1160_1254",0.389671753600222
"2012_1160_1257",0.330798437566057
"2012_1160_1259",0.469987462455539
"2012_1160_1266",0.337462167975264
"2012_1160_1272",0.290220016157608
"2012_1160_1276",0.383413852000981
"2012_1160_1277",0.23497915842659
"2012_1160_1281",0.193241462329857
"2012_1160_1285",0.363178343431947
"2012_1160_1290",0.590840254139651
"2012_1160_1293",0.218557334235875
"2012_1160_1301",0.533182220108719
"2012_1160_1307",0.267896497314658
"2012_1160_1308",0.44961543853659
"2012_1160_1313",0.51845548440564
"2012_1160_1314",0.213331511319463
"2012_1160_1323",0.445927068841068
"2012_1160_1325",0.371601740357677
"2012_1160_1326",0.273890645849209
"2012_1160_1345",0.533920461611005
"2012_1160_1355",0.345064353795556
"2012_1160_1361",0.357714968107451
"2012_1160_1378",0.543297465107018
"2012_1160_1379",0.486321986542202
